epoch,train_acc,step,lr-AdamW,train_loss,val_loss,val_acc,test_acc,test_loss
61,0.9609375,21599,,0.1296597123146057,,,,
61,0.9375,21649,,0.1842949390411377,,,,
61,0.9296875,21699,,0.17152462899684906,,,,
61,0.9375,21749,,0.165188267827034,,,,
61,,21761,,,0.9183183312416077,0.756600022315979,,
,,21762,0.0003,,,,,
62,0.9375,21799,,0.18037572503089905,,,,
62,0.9453125,21849,,0.15822286903858185,,,,
62,0.9296875,21899,,0.26820501685142517,,,,
62,0.9296875,21949,,0.15113750100135803,,,,
62,0.8828125,21999,,0.3000776469707489,,,,
62,0.875,22049,,0.24782179296016693,,,,
62,0.9453125,22099,,0.1256449669599533,,,,
62,,22112,,,0.9152430891990662,0.7559999823570251,,
,,22113,0.0003,,,,,
63,0.953125,22149,,0.1765194684267044,,,,
63,0.921875,22199,,0.21509161591529846,,,,
63,0.9765625,22249,,0.10477862507104874,,,,
63,0.9453125,22299,,0.2096671760082245,,,,
63,0.8828125,22349,,0.2573032081127167,,,,
63,0.9140625,22399,,0.23187878727912903,,,,
63,0.921875,22449,,0.1790587455034256,,,,
63,,22463,,,1.049385905265808,0.7373999953269958,,
,,22464,0.0003,,,,,
64,0.90625,22499,,0.19795432686805725,,,,
64,0.9609375,22549,,0.1330033540725708,,,,
64,0.90625,22599,,0.26747795939445496,,,,
64,0.953125,22649,,0.14465992152690887,,,,
64,0.9140625,22699,,0.22626525163650513,,,,
64,0.890625,22749,,0.2717018723487854,,,,
64,0.953125,22799,,0.22269541025161743,,,,
64,,22814,,,0.9829320311546326,0.7504000067710876,,
,,22815,0.0003,,,,,
65,0.9140625,22849,,0.1859275996685028,,,,
65,0.921875,22899,,0.23098361492156982,,,,
65,0.953125,22949,,0.09085742384195328,,,,
65,0.9375,22999,,0.2235550582408905,,,,
65,0.9140625,23049,,0.23765571415424347,,,,
65,0.9375,23099,,0.20008882880210876,,,,
65,0.921875,23149,,0.1946176290512085,,,,
65,,23165,,,0.953299880027771,0.7554000020027161,,
,,23166,0.0003,,,,,
66,0.96875,23199,,0.12288082391023636,,,,
66,0.8984375,23249,,0.21228288114070892,,,,
66,0.9296875,23299,,0.20790472626686096,,,,
66,0.953125,23349,,0.11274805665016174,,,,
66,0.8984375,23399,,0.23163022100925446,,,,
66,0.90625,23449,,0.20515215396881104,,,,
66,0.9375,23499,,0.1741057187318802,,,,
66,,23516,,,0.9203366041183472,0.7616000175476074,,
,,23517,0.0003,,,,,
67,0.9765625,23549,,0.08079821616411209,,,,
67,0.9765625,23599,,0.07710161060094833,,,,
67,0.9140625,23649,,0.22865480184555054,,,,
67,0.921875,23699,,0.21756082773208618,,,,
67,0.8984375,23749,,0.2447143793106079,,,,
67,0.921875,23799,,0.22351330518722534,,,,
67,0.9296875,23849,,0.16887037456035614,,,,
67,,23867,,,0.972343385219574,0.760200023651123,,
,,23868,0.0003,,,,,
68,0.9453125,23899,,0.15289145708084106,,,,
68,0.9453125,23949,,0.15154263377189636,,,,
68,0.9609375,23999,,0.13894377648830414,,,,
68,0.9453125,24049,,0.2031872570514679,,,,
68,0.9296875,24099,,0.16029959917068481,,,,
68,0.9296875,24149,,0.20874914526939392,,,,
68,0.9453125,24199,,0.16059638559818268,,,,
68,,24218,,,0.9478817582130432,0.7603999972343445,,
,,24219,0.0003,,,,,
69,0.9765625,24249,,0.1253727525472641,,,,
69,0.96875,24299,,0.09730534255504608,,,,
69,0.9453125,24349,,0.1308985948562622,,,,
69,0.9609375,24399,,0.13875220715999603,,,,
69,0.9609375,24449,,0.09169523417949677,,,,
69,0.953125,24499,,0.17665231227874756,,,,
69,0.953125,24549,,0.14806625247001648,,,,
69,,24569,,,1.00209379196167,0.7504000067710876,,
,,24570,0.0003,,,,,
70,0.953125,24599,,0.1459801346063614,,,,
70,0.9140625,24649,,0.17249806225299835,,,,
70,0.9453125,24699,,0.19588206708431244,,,,
70,0.9140625,24749,,0.20843656361103058,,,,
70,0.9609375,24799,,0.1345152109861374,,,,
70,0.953125,24849,,0.12355407327413559,,,,
70,0.90625,24899,,0.21452778577804565,,,,
70,,24920,,,0.9153378009796143,0.7620000243186951,,
,,24921,0.0003,,,,,
71,0.96875,24949,,0.0773259699344635,,,,
71,0.9609375,24999,,0.13306137919425964,,,,
71,0.9609375,25049,,0.10446050018072128,,,,
71,0.9609375,25099,,0.1375846564769745,,,,
71,0.9296875,25149,,0.2451832890510559,,,,
71,0.90625,25199,,0.27615854144096375,,,,
71,0.875,25249,,0.2933809459209442,,,,
71,,25271,,,0.9397492408752441,0.7638000249862671,,
,,25272,0.0003,,,,,
72,0.953125,25299,,0.1062096580862999,,,,
72,0.9375,25349,,0.17865385115146637,,,,
72,0.953125,25399,,0.11824862658977509,,,,
72,0.9140625,25449,,0.17708589136600494,,,,
72,0.921875,25499,,0.16528303921222687,,,,
72,0.890625,25549,,0.19267086684703827,,,,
72,0.9140625,25599,,0.24825216829776764,,,,
72,,25622,,,1.0171546936035156,0.7455999851226807,,
,,25623,0.0003,,,,,
73,0.9296875,25649,,0.15807831287384033,,,,
73,0.953125,25699,,0.1374296396970749,,,,
73,0.9609375,25749,,0.13842809200286865,,,,
73,0.890625,25799,,0.2802046537399292,,,,
73,0.9296875,25849,,0.170397087931633,,,,
73,0.890625,25899,,0.27971407771110535,,,,
73,0.921875,25949,,0.23402686417102814,,,,
73,,25973,,,0.9302686452865601,0.7698000073432922,,
,,25974,0.0003,,,,,
74,0.9453125,25999,,0.1546071618795395,,,,
74,0.9296875,26049,,0.19752812385559082,,,,
74,0.9140625,26099,,0.15620793402194977,,,,
74,0.9453125,26149,,0.16597570478916168,,,,
74,0.953125,26199,,0.14811627566814423,,,,
74,0.953125,26249,,0.13246910274028778,,,,
74,0.9375,26299,,0.18127897381782532,,,,
74,,26324,,,0.9623516798019409,0.760200023651123,,
,,26325,0.0003,,,,,
75,0.921875,26349,,0.18442286550998688,,,,
75,0.953125,26399,,0.1424570530653,,,,
75,0.9453125,26449,,0.13573330640792847,,,,
75,0.953125,26499,,0.13941332697868347,,,,
75,0.9765625,26549,,0.08982646465301514,,,,
75,0.96875,26599,,0.13277490437030792,,,,
75,0.953125,26649,,0.11219508945941925,,,,
75,,26675,,,0.9909074306488037,0.7612000107765198,,
,,26676,0.0003,,,,,
76,0.984375,26699,,0.052887946367263794,,,,
76,0.9609375,26749,,0.09154760837554932,,,,
76,0.9921875,26799,,0.05728749930858612,,,,
76,0.9453125,26849,,0.1369483917951584,,,,
76,0.9453125,26899,,0.1471252292394638,,,,
76,0.9609375,26949,,0.12525957822799683,,,,
76,0.9453125,26999,,0.09115683287382126,,,,
76,,27026,,,0.9604071974754333,0.76419997215271,,
,,27027,0.0003,,,,,
77,0.953125,27049,,0.10413657128810883,,,,
77,0.9765625,27099,,0.0682842954993248,,,,
77,0.96875,27149,,0.12276925891637802,,,,
77,0.9609375,27199,,0.12174919992685318,,,,
77,0.921875,27249,,0.17053762078285217,,,,
77,0.96875,27299,,0.08943623304367065,,,,
77,0.9375,27349,,0.14887741208076477,,,,
77,,27377,,,1.0170395374298096,0.7523999810218811,,
,,27378,0.0003,,,,,
78,0.9375,27399,,0.1329289823770523,,,,
78,0.96875,27449,,0.0922112911939621,,,,
78,0.953125,27499,,0.11666372418403625,,,,
78,0.9609375,27549,,0.1255325824022293,,,,
78,0.9453125,27599,,0.11959435790777206,,,,
78,0.953125,27649,,0.1549472212791443,,,,
78,0.9453125,27699,,0.12124009430408478,,,,
78,,27728,,,1.0235388278961182,0.7513999938964844,,
,,27729,0.0003,,,,,
79,0.9609375,27749,,0.11729447543621063,,,,
79,0.9609375,27799,,0.09903926402330399,,,,
79,0.96875,27849,,0.16446538269519806,,,,
79,0.9375,27899,,0.167621910572052,,,,
79,0.9609375,27949,,0.10752745717763901,,,,
79,0.9765625,27999,,0.07654345780611038,,,,
79,0.9375,28049,,0.14016611874103546,,,,
79,,28079,,,1.0149916410446167,0.7558000087738037,,
,,28080,0.0003,,,,,
80,0.953125,28099,,0.09950265288352966,,,,
80,0.9609375,28149,,0.1821366399526596,,,,
80,0.9609375,28199,,0.08480387181043625,,,,
80,0.9296875,28249,,0.21906709671020508,,,,
80,0.9453125,28299,,0.17321214079856873,,,,
80,0.921875,28349,,0.2061765342950821,,,,
80,0.9453125,28399,,0.08954667299985886,,,,
80,,28430,,,1.013203740119934,0.7562000155448914,,
,,28431,0.0003,,,,,
81,0.9453125,28449,,0.13932844996452332,,,,
81,0.9453125,28499,,0.09224855154752731,,,,
81,0.9609375,28549,,0.10782691091299057,,,,
81,0.9140625,28599,,0.21079523861408234,,,,
81,0.9609375,28649,,0.11217407882213593,,,,
81,0.96875,28699,,0.07496727257966995,,,,
81,0.9296875,28749,,0.16050179302692413,,,,
81,,28781,,,1.0238515138626099,0.7519999742507935,,
,,28782,0.0003,,,,,
82,0.90625,28799,,0.27295196056365967,,,,
82,0.9609375,28849,,0.13716483116149902,,,,
82,0.9609375,28899,,0.07743305712938309,,,,
82,0.953125,28949,,0.10473135858774185,,,,
82,0.9296875,28999,,0.1873680055141449,,,,
82,0.9140625,29049,,0.160574808716774,,,,
82,0.9609375,29099,,0.10497592389583588,,,,
82,,29132,,,1.0066452026367188,0.7585999965667725,,
,,29133,0.0003,,,,,
83,0.953125,29149,,0.1347203254699707,,,,
83,0.96875,29199,,0.10402966290712357,,,,
83,0.9609375,29249,,0.16618426144123077,,,,
83,0.9609375,29299,,0.12296432256698608,,,,
83,0.984375,29349,,0.0893378034234047,,,,
83,0.9921875,29399,,0.06595338881015778,,,,
83,0.96875,29449,,0.08353069424629211,,,,
83,,29483,,,1.0134050846099854,0.7576000094413757,,
,,29484,0.0003,,,,,
84,0.9609375,29499,,0.11133593320846558,,,,
84,0.9453125,29549,,0.09998607635498047,,,,
84,0.96875,29599,,0.10066284984350204,,,,
84,0.953125,29649,,0.10864970833063126,,,,
84,0.9609375,29699,,0.07832998782396317,,,,
84,0.96875,29749,,0.06165506690740585,,,,
84,0.96875,29799,,0.0979384109377861,,,,
84,,29834,,,1.0481425523757935,0.753600001335144,,
,,29835,0.0003,,,,,
85,0.953125,29849,,0.0987730473279953,,,,
85,0.953125,29899,,0.12426517903804779,,,,
85,0.9453125,29949,,0.1405320018529892,,,,
85,0.984375,29999,,0.0935935378074646,,,,
85,0.984375,30049,,0.08716884255409241,,,,
85,0.96875,30099,,0.10508158057928085,,,,
85,0.96875,30149,,0.06832897663116455,,,,
85,,30185,,,1.0339879989624023,0.7639999985694885,,
,,30186,0.0003,,,,,
86,0.9921875,30199,,0.04465237632393837,,,,
86,0.96875,30249,,0.07760690152645111,,,,
86,0.9453125,30299,,0.1498546302318573,,,,
86,0.953125,30349,,0.1700461506843567,,,,
86,0.9609375,30399,,0.14216524362564087,,,,
86,0.9765625,30449,,0.10106857866048813,,,,
86,0.953125,30499,,0.15854594111442566,,,,
86,,30536,,,1.0233756303787231,0.7608000040054321,,
,,30537,0.0003,,,,,
87,0.953125,30549,,0.163151353597641,,,,
87,0.9609375,30599,,0.12105805426836014,,,,
87,0.96875,30649,,0.12172134220600128,,,,
87,0.984375,30699,,0.07946449518203735,,,,
87,0.9453125,30749,,0.13395658135414124,,,,
87,0.953125,30799,,0.11058498919010162,,,,
87,0.9609375,30849,,0.12123516947031021,,,,
87,,30887,,,1.0029605627059937,0.7630000114440918,,
,,30888,0.0003,,,,,
88,0.90625,30899,,0.2626613676548004,,,,
88,0.96875,30949,,0.08009827882051468,,,,
88,0.9453125,30999,,0.16601939499378204,,,,
88,0.9921875,31049,,0.049731429666280746,,,,
88,0.9453125,31099,,0.1694311797618866,,,,
88,0.9453125,31149,,0.17689509689807892,,,,
88,0.9765625,31199,,0.08366480469703674,,,,
88,,31238,,,1.0226751565933228,0.7581999897956848,,
,,31239,0.0003,,,,,
89,0.9609375,31249,,0.1062210202217102,,,,
89,0.9765625,31299,,0.09072109311819077,,,,
89,0.984375,31349,,0.06321215629577637,,,,
89,0.9375,31399,,0.19612036645412445,,,,
89,0.953125,31449,,0.12050706148147583,,,,
89,0.953125,31499,,0.16488321125507355,,,,
89,0.96875,31549,,0.1207980141043663,,,,
89,,31589,,,1.0512741804122925,0.7662000060081482,,
,,31590,0.0003,,,,,
90,0.984375,31599,,0.05211427062749863,,,,
90,0.953125,31649,,0.13830658793449402,,,,
90,0.953125,31699,,0.1363319456577301,,,,
90,0.953125,31749,,0.17497289180755615,,,,
90,0.9765625,31799,,0.0974481850862503,,,,
90,0.953125,31849,,0.10195627808570862,,,,
90,0.96875,31899,,0.13347432017326355,,,,
90,,31940,,,1.0565071105957031,0.7555999755859375,,
,,31941,0.0003,,,,,
91,0.984375,31949,,0.0771835595369339,,,,
91,0.9765625,31999,,0.12659668922424316,,,,
91,0.9765625,32049,,0.06499114632606506,,,,
91,0.96875,32099,,0.08531013131141663,,,,
91,0.953125,32149,,0.15594494342803955,,,,
91,0.9609375,32199,,0.11406784504652023,,,,
91,0.9453125,32249,,0.16956700384616852,,,,
91,,32291,,,1.0380127429962158,0.7585999965667725,,
,,32292,0.0003,,,,,
92,0.953125,32299,,0.15070271492004395,,,,
92,0.984375,32349,,0.07213257998228073,,,,
92,0.96875,32399,,0.11586464941501617,,,,
92,0.9375,32449,,0.2277328222990036,,,,
92,0.953125,32499,,0.11857037246227264,,,,
92,0.9765625,32549,,0.08605845272541046,,,,
92,0.9296875,32599,,0.12965397536754608,,,,
92,,32642,,,1.069002389907837,0.7549999952316284,,
,,32643,0.0003,,,,,
93,0.9765625,32649,,0.07321140170097351,,,,
93,0.96875,32699,,0.0997472032904625,,,,
93,0.9140625,32749,,0.20579804480075836,,,,
93,0.9609375,32799,,0.17899687588214874,,,,
93,0.9453125,32849,,0.142268106341362,,,,
93,0.9765625,32899,,0.06954984366893768,,,,
93,0.96875,32949,,0.0971522182226181,,,,
93,,32993,,,1.061419129371643,0.7617999911308289,,
,,32994,0.0003,,,,,
94,0.984375,32999,,0.09031601250171661,,,,
94,0.9609375,33049,,0.16869856417179108,,,,
94,0.9609375,33099,,0.12128294259309769,,,,
94,0.953125,33149,,0.17037217319011688,,,,
94,0.96875,33199,,0.10784898698329926,,,,
94,0.9609375,33249,,0.14264312386512756,,,,
94,0.9453125,33299,,0.10956329107284546,,,,
94,,33344,,,1.0211495161056519,0.7680000066757202,,
,,33345,0.0003,,,,,
95,0.96875,33349,,0.07984838634729385,,,,
95,0.96875,33399,,0.07951176911592484,,,,
95,0.96875,33449,,0.07228007167577744,,,,
95,0.9375,33499,,0.2043459564447403,,,,
95,0.96875,33549,,0.09101928025484085,,,,
95,0.9609375,33599,,0.11643558740615845,,,,
95,0.9765625,33649,,0.0493936687707901,,,,
95,,33695,,,1.059609293937683,0.7594000101089478,,
,,33696,0.0003,,,,,
96,0.9921875,33699,,0.046863846480846405,,,,
96,0.9765625,33749,,0.07453584671020508,,,,
96,0.921875,33799,,0.16177336871623993,,,,
96,0.953125,33849,,0.15066760778427124,,,,
96,0.953125,33899,,0.1089898869395256,,,,
96,0.96875,33949,,0.09691305458545685,,,,
96,0.953125,33999,,0.18442316353321075,,,,
96,,34046,,,1.02225661277771,0.7608000040054321,,
,,34047,0.0003,,,,,
97,0.9765625,34049,,0.06578994542360306,,,,
97,0.984375,34099,,0.06426732987165451,,,,
97,0.96875,34149,,0.12494760751724243,,,,
97,0.96875,34199,,0.08850016444921494,,,,
97,0.9765625,34249,,0.06474949419498444,,,,
97,0.953125,34299,,0.1649002730846405,,,,
97,0.953125,34349,,0.11399266868829727,,,,
97,,34397,,,1.0669628381729126,0.7572000026702881,,
,,34398,0.0003,,,,,
98,0.9609375,34399,,0.09618660807609558,,,,
98,0.953125,34449,,0.14597231149673462,,,,
98,0.96875,34499,,0.12040834873914719,,,,
98,0.984375,34549,,0.044502466917037964,,,,
98,0.9609375,34599,,0.10007843375205994,,,,
98,0.9765625,34649,,0.15528391301631927,,,,
98,0.953125,34699,,0.13961119949817657,,,,
98,,34748,,,1.0775762796401978,0.756600022315979,,
,,34749,0.0003,,,,,
99,0.953125,34749,,0.09890014678239822,,,,
99,0.9765625,34799,,0.08991394191980362,,,,
99,0.9453125,34849,,0.15135322511196136,,,,
99,0.9375,34899,,0.11125883460044861,,,,
99,0.96875,34949,,0.12105504423379898,,,,
99,0.9921875,34999,,0.047670017927885056,,,,
99,0.953125,35049,,0.13251154124736786,,,,
99,0.9453125,35099,,0.13515499234199524,,,,
99,,35099,,,1.031160593032837,0.7656000256538391,,
,,35100,2.9999999999999997e-05,,,,,
100,0.9375,35149,,0.09606526046991348,,,,
100,0.984375,35199,,0.05680801719427109,,,,
100,0.984375,35249,,0.05921526625752449,,,,
100,0.9921875,35299,,0.035187091678380966,,,,
100,0.9765625,35349,,0.061015643179416656,,,,
100,0.9765625,35399,,0.04837174713611603,,,,
100,0.984375,35449,,0.04616272449493408,,,,
100,,35450,,,1.006744146347046,0.777400016784668,,
,,35451,2.9999999999999997e-05,,,,,
101,0.984375,35499,,0.04142724722623825,,,,
101,0.984375,35549,,0.05328064411878586,,,,
101,0.953125,35599,,0.10540758073329926,,,,
101,0.96875,35649,,0.10023470222949982,,,,
101,0.9921875,35699,,0.043016087263822556,,,,
101,0.9921875,35749,,0.028268784284591675,,,,
101,0.984375,35799,,0.04202191159129143,,,,
101,,35801,,,1.0207271575927734,0.7770000100135803,,
,,35802,2.9999999999999997e-05,,,,,
102,0.984375,35849,,0.026731183752417564,,,,
102,0.953125,35899,,0.10021817684173584,,,,
102,0.9765625,35949,,0.05271214246749878,,,,
102,1.0,35999,,0.01105632446706295,,,,
102,1.0,36049,,0.01761210337281227,,,,
102,1.0,36099,,0.019849421456456184,,,,
102,0.984375,36149,,0.03779115900397301,,,,
102,,36152,,,1.026737093925476,0.775600016117096,,
,,36153,2.9999999999999997e-05,,,,,
103,0.9921875,36199,,0.023293236270546913,,,,
103,1.0,36249,,0.024050002917647362,,,,
103,1.0,36299,,0.013697267509996891,,,,
103,0.984375,36349,,0.02396041713654995,,,,
103,0.9765625,36399,,0.05636468529701233,,,,
103,0.9921875,36449,,0.03226215019822121,,,,
103,0.9765625,36499,,0.04534415900707245,,,,
103,,36503,,,1.0509570837020874,0.7778000235557556,,
,,36504,2.9999999999999997e-05,,,,,
104,0.984375,36549,,0.07441584020853043,,,,
104,0.984375,36599,,0.02316022664308548,,,,
104,0.984375,36649,,0.02493375912308693,,,,
104,0.9921875,36699,,0.02628621831536293,,,,
104,0.9921875,36749,,0.04495050013065338,,,,
104,0.9921875,36799,,0.02169352024793625,,,,
104,1.0,36849,,0.011811047792434692,,,,
104,,36854,,,1.052997350692749,0.7775999903678894,,
,,36855,2.9999999999999997e-05,,,,,
105,0.9921875,36899,,0.0204609427601099,,,,
105,1.0,36949,,0.017243271693587303,,,,
105,1.0,36999,,0.010710700415074825,,,,
105,0.9921875,37049,,0.014709553681313992,,,,
105,0.9921875,37099,,0.030311211943626404,,,,
105,1.0,37149,,0.005186792928725481,,,,
105,0.96875,37199,,0.0744781568646431,,,,
105,,37205,,,1.046616554260254,0.777400016784668,,
,,37206,2.9999999999999997e-05,,,,,
106,1.0,37249,,0.018634486943483353,,,,
106,1.0,37299,,0.00965150911360979,,,,
106,0.984375,37349,,0.08588862419128418,,,,
106,0.984375,37399,,0.048155706375837326,,,,
106,1.0,37449,,0.011707499623298645,,,,
106,1.0,37499,,0.012250134721398354,,,,
106,0.9921875,37549,,0.018198726698756218,,,,
106,,37556,,,1.0761646032333374,0.772599995136261,,
,,37557,2.9999999999999997e-05,,,,,
107,0.984375,37599,,0.04064983129501343,,,,
107,0.984375,37649,,0.04509848728775978,,,,
107,0.9921875,37699,,0.03841547295451164,,,,
107,1.0,37749,,0.015003673732280731,,,,
107,0.984375,37799,,0.038528356701135635,,,,
107,1.0,37849,,0.00962188933044672,,,,
107,1.0,37899,,0.016766171902418137,,,,
107,,37907,,,1.0798949003219604,0.7766000032424927,,
,,37908,2.9999999999999997e-05,,,,,
108,1.0,37949,,0.01791374385356903,,,,
108,0.984375,37999,,0.04665851965546608,,,,
108,0.9765625,38049,,0.05289082229137421,,,,
108,0.9765625,38099,,0.05631018429994583,,,,
108,0.9765625,38149,,0.11412946879863739,,,,
108,1.0,38199,,0.018583869561553,,,,
108,1.0,38249,,0.01107104867696762,,,,
108,,38258,,,1.0856773853302002,0.7760000228881836,,
,,38259,2.9999999999999997e-05,,,,,
109,1.0,38299,,0.01361360214650631,,,,
109,0.9921875,38349,,0.03283649682998657,,,,
109,1.0,38399,,0.007422724273055792,,,,
109,0.9921875,38449,,0.018841760233044624,,,,
109,0.9921875,38499,,0.01751614175736904,,,,
109,0.9921875,38549,,0.017483536154031754,,,,
109,0.9921875,38599,,0.022890005260705948,,,,
109,,38609,,,1.0933878421783447,0.7753999829292297,,
,,38610,2.9999999999999997e-05,,,,,
110,1.0,38649,,0.008658699691295624,,,,
110,0.9921875,38699,,0.019056538119912148,,,,
110,1.0,38749,,0.004976385738700628,,,,
110,0.9921875,38799,,0.021134018898010254,,,,
110,1.0,38849,,0.015927111729979515,,,,
110,0.984375,38899,,0.022974923253059387,,,,
110,1.0,38949,,0.01640985906124115,,,,
110,,38960,,,1.1017645597457886,0.777400016784668,,
,,38961,2.9999999999999997e-05,,,,,
111,0.984375,38999,,0.04036781191825867,,,,
111,1.0,39049,,0.015394452027976513,,,,
111,1.0,39099,,0.005582653917372227,,,,
111,0.9921875,39149,,0.01923452503979206,,,,
111,1.0,39199,,0.00424583675339818,,,,
111,0.9921875,39249,,0.030299818143248558,,,,
111,0.9921875,39299,,0.040779080241918564,,,,
111,,39311,,,1.1183123588562012,0.7752000093460083,,
,,39312,2.9999999999999997e-05,,,,,
112,0.984375,39349,,0.06588859111070633,,,,
112,0.9921875,39399,,0.0182258989661932,,,,
112,1.0,39449,,0.004547783639281988,,,,
112,0.9921875,39499,,0.020572267472743988,,,,
112,0.9921875,39549,,0.026106664910912514,,,,
112,0.9921875,39599,,0.019872792065143585,,,,
112,0.9921875,39649,,0.020808467641472816,,,,
112,,39662,,,1.1163859367370605,0.7770000100135803,,
,,39663,2.9999999999999997e-05,,,,,
113,1.0,39699,,0.011988304555416107,,,,
113,1.0,39749,,0.006623055320233107,,,,
113,1.0,39799,,0.007574789691716433,,,,
113,1.0,39849,,0.013053146190941334,,,,
113,0.984375,39899,,0.04817422851920128,,,,
113,0.9921875,39949,,0.020548900589346886,,,,
113,1.0,39999,,0.013649873435497284,,,,
113,,40013,,,1.138704776763916,0.7728000283241272,,
,,40014,2.9999999999999997e-05,,,,,
114,0.9921875,40049,,0.018080972135066986,,,,
114,1.0,40099,,0.012643298134207726,,,,
114,0.9921875,40149,,0.017780538648366928,,,,
114,1.0,40199,,0.010477099567651749,,,,
114,1.0,40249,,0.00887092761695385,,,,
114,0.984375,40299,,0.029056323692202568,,,,
114,0.9921875,40349,,0.032736875116825104,,,,
114,,40364,,,1.1208571195602417,0.7803999781608582,,
,,40365,2.9999999999999997e-05,,,,,
115,0.9921875,40399,,0.024153776466846466,,,,
115,0.984375,40449,,0.02429777942597866,,,,
115,0.9921875,40499,,0.019810089841485023,,,,
115,0.9921875,40549,,0.024671223014593124,,,,
115,1.0,40599,,0.008645962923765182,,,,
115,0.984375,40649,,0.02877902239561081,,,,
115,0.984375,40699,,0.03575756400823593,,,,
115,,40715,,,1.1331710815429688,0.7789999842643738,,
,,40716,2.9999999999999997e-05,,,,,
116,0.9921875,40749,,0.020571693778038025,,,,
116,1.0,40799,,0.021039772778749466,,,,
116,1.0,40849,,0.0017347467364743352,,,,
116,1.0,40899,,0.009622829966247082,,,,
116,1.0,40949,,0.0077765993773937225,,,,
116,1.0,40999,,0.0074196201749145985,,,,
116,0.9921875,41049,,0.019632913172245026,,,,
116,,41066,,,1.1508110761642456,0.777999997138977,,
,,41067,2.9999999999999997e-05,,,,,
117,1.0,41099,,0.014559092931449413,,,,
117,0.9921875,41149,,0.016736315563321114,,,,
117,1.0,41199,,0.0062624323181807995,,,,
117,1.0,41249,,0.007371275685727596,,,,
117,1.0,41299,,0.008367403410375118,,,,
117,1.0,41349,,0.009326410479843616,,,,
117,0.9921875,41399,,0.02172866463661194,,,,
117,,41417,,,1.1483423709869385,0.7760000228881836,,
,,41418,2.9999999999999997e-05,,,,,
118,1.0,41449,,0.0056615667417645454,,,,
118,0.9921875,41499,,0.03041122667491436,,,,
118,1.0,41549,,0.0067995223216712475,,,,
118,1.0,41599,,0.002147016115486622,,,,
118,1.0,41649,,0.01336129941046238,,,,
118,1.0,41699,,0.0074867927469313145,,,,
118,0.9921875,41749,,0.04962792992591858,,,,
118,,41768,,,1.1619610786437988,0.775600016117096,,
,,41769,2.9999999999999997e-05,,,,,
119,1.0,41799,,0.01003970392048359,,,,
119,1.0,41849,,0.007301457691937685,,,,
119,1.0,41899,,0.007398422807455063,,,,
119,1.0,41949,,0.01421046070754528,,,,
119,1.0,41999,,0.011613250710070133,,,,
119,0.984375,42049,,0.03159741312265396,,,,
119,0.9921875,42099,,0.02648334763944149,,,,
119,,42119,,,1.1721595525741577,0.7757999897003174,,
,,42120,2.9999999999999997e-05,,,,,
120,0.9921875,42149,,0.023857032880187035,,,,
120,0.9765625,42199,,0.04144939407706261,,,,
120,0.9921875,42249,,0.02641190029680729,,,,
120,1.0,42299,,0.009817714802920818,,,,
